2097	2010.38082	-1.7170787606948126	nan
2098	2010.45535	-1.7325370828364282	nan
2099	2010.52987	-1.6651634981029004	nan
2100	2010.60443	-1.600839057572745	nan
2101	2010.67907	-1.6759811464087793	nan
2102	2010.75379	-1.7212621584014	nan
2103	2010.82856	-1.6130504437211253	-1.5526019022543167
2104	2010.90338	-1.5711597183742645	-1.5335123174431282
2105	2010.97823	-1.70485377810155	-1.5088943267923203
2106	2011.05312	-1.3508786089699498	-1.497587670615722
2107	2011.12803	-1.153607644120219	-1.4435663368301854
2108	2011.2029	-1.2419261519870204	-1.4114167862680704
2109	2011.27768	-1.4354866800149224	-1.3797382579298505
2110	2011.35233	-1.4689141581493599	-1.3450685111632148
2111	2011.42688	-1.4125032043759262	-1.3014952601897531
2112	2011.5014	-1.5181769678071235	-1.2436999370136248
2113	2011.57594	-0.8985617183607704	-1.1830334810289946
2114	2011.65054	-1.2580369891012848	-1.1570382790273894
2115	2011.72523	-1.3094412900045405	-1.1530331379636527
2116	2011.79998	-1.1623437357548587	-1.1039520445783457
2117	2011.87478	-1.0047074557192646	-1.0414437438556288
2118	2011.94962	-0.9535145768118819	-0.9650281572018782
2119	2012.02443	-0.5622146811697566	-0.8960238092144486
2120	2012.09913	-0.8156700180993514	-0.8887651468057712
2121	2012.17382	-1.1898593181584434	-0.8431704111553534
2122	2012.24844	-0.797432466005934	-0.8067821736438094
2123	2012.32293	-0.656306248754038	-0.7742789800384551
2124	2012.39732	-0.4191005778771675	-0.7239230068245154
2125	2012.47163	-0.6211204439705392	-0.6847927839271132
2126	2012.54595	-0.8041991070479669	-0.6676412387160291
2127	2012.62033	-0.6653054256458519	-0.6757618206206342
2128	2012.69478	-0.8363942023544705	-0.6315865944202993
2129	2012.76931	-0.7398022188852492	-0.6290005945048147
2130	2012.84389	-0.35007980393804977	-0.5855521292536549
2131	2012.9185	-0.4448216791456527	-0.5656103749242172
2132	2012.99316	-0.3392445934256641	-0.5313326618634086
2133	2013.06804	-0.9212375828592175	-0.48454663602910547
2134	2013.14295	-0.6155813775540886	-0.4401013571258568
2135	2013.2178	-0.7638144671046357	-0.37621694788168314
2136	2013.29255	-0.09147620048896	-0.34518112751162466
2137	2013.36718	-0.15985777159447656	-0.31441428252813364
2138	2013.44172	-0.17551017418002657	-0.28291376767235976
2139	2013.51623	-0.19598077120202814	-0.24536725212188754
2140	2013.59078	-0.08751679990361864	-0.16844366445039016
2141	2013.66541	-0.0058968821802134795	-0.10471401264012892
2142	2013.74011	-0.3363365540744886	-0.0028806900769712688
2143	2013.81488	0.0498891808473325	0.0836969938235105
2144	2013.88969	-0.03531498602059166	0.17398148757476406
2145	2013.96453	0.14886010873047537	0.2758206097474151
2146	2014.03942	0.07876905687024757	0.39458080226954667
2147	2014.11433	0.212904095979308	0.5165314138337005
2148	2014.18921	0.5600187262164137	0.6634919122573406
2149	2014.264	1.0340336902173028	0.832472238400292
2150	2014.33868	1.01384064717182	0.9644243271727798
2151	2014.41324	1.1483984140644374	1.1350743935221297
2152	2014.48776	1.3479017315856825	1.290097030820178
2153	2014.56229	1.4978411504303808	1.4772064083501673
2154	2014.63689	1.9045895973271083	1.64889817362756
2155	2014.71156	1.8604076857838798	1.7715272475376231
2156	2014.7863	1.7652663348896713	1.8757207963773852
2157	2014.8611	2.1831358765209576	1.969838005661536
2158	2014.93593	2.1641543936051044	2.029420663089503
2159	2015.0108	2.5111909647601074	2.1331552320503993
2160	2015.0857	2.444897044585414	2.1954947880057145
2161	2015.1606	2.154196687047234	2.2303685817042367
2162	2015.23543	2.3885498251342105	2.256872021472193
2163	2015.31016	2.2373643678657795	2.3015877382385534
2164	2015.38476	1.9229729606280055	2.314626910330448
2165	2015.45929	2.6964511280773378	2.3254854536709617
2166	2015.53275	2.3082553778494788	2.326394633002301
2167	2015.60727	2.3579489154078983	2.3129111143071324
2168	2015.68186	2.204952402767309	2.3305708604609356
2169	2015.75653	2.3465706528523573	2.3351138453311107
2170	2015.83125	2.352645113715588	2.350933907900208
2171	2015.90602	2.305315457031783	2.3856322382978474
2172	2015.98082	2.5230102960675174	2.37407541994534
2173	2016.05567	2.269611301548223	2.392547159108552
2174	2016.13052	2.383773387046677	2.4081124977528705
2175	2016.20534	2.447608628446485	2.438687377786454
2176	2016.28006	2.4430251812640393	2.4447789723228723
2177	2016.35465	2.3740512557973203	2.4658632933458127
2178	2016.42915	2.546212489494745	2.4843095800263133
2179	2016.50361	2.5483879869712376	2.4785982037168544
2180	2016.5781	2.5602983177840355	2.4937405401452506
2181	2016.65267	2.6024258432038905	2.493948594987941
2182	2016.72731	2.4257613818257973	2.500010691775146
2183	2016.80201	2.6267412870138145	2.513186695392733
2184	2016.87676	2.5451171838782933	2.54336995890252
2185	2016.95155	2.4487624040445453	2.5602281880957287
2186	2017.02638	2.4664616751173734	2.5722723143431354
2187	2017.10123	2.386478100001662	2.5827712502380935
2188	2017.17607	2.526415886680147	2.618339310452908
2189	2017.25083	2.614313228292665	2.647164375813063
2190	2017.32548	2.7664336814245503	2.6535753101767776
2191	2017.40001	2.7653694690064623	2.6651047184320715
2192	2017.47448	2.7049616281875246	2.6844567096846927
2193	2017.54895	2.696784484418493	2.7049179002868446
2194	2017.62348	3.0648106259964765	2.7266766137680842
2195	2017.69809	2.8004872315078146	2.7329369860497716
2196	2017.77277	2.7100834337421045	2.7457325910350647
2197	2017.84751	2.694999491197116	2.7416711455582745
2198	2017.92228	2.7003382903286126	2.7269352763638093
2199	2017.99709	2.732457152945354	2.737386376419363
